year,avgTemp,minTemp,maxTemp,rainFall,avgPrice
20130825,24.9,20.7,30.6,2.3," 5,490 "
20130826,24.9,20.6,30.9,0.1," 5,490 "
20130827,25.1,20,31,0," 5,490 "
20130828,25.4,21.1,30.7,0," 5,490 "
20130829,25.5,21.7,29.7,23.4," 5,490 "
20130830,25.1,22.1,29.6,4.7," 5,490 "
20130831,23.3,19.7,28.1,3.7," 5,490 "
20130901,22.9,18.8,28.3,0," 5,490 "
20130902,22.1,17.4,27.9,0.2," 5,490 "
20130903,20.2,16.5,24.4,0," 5,490 "
20130904,20.6,14.7,27.1,0," 5,490 "
20130905,20.1,15.4,24.4,0," 5,490 "
20130906,19.2,17.5,21.8,5.2," 5,490 "
20130907,20.5,17,25.5,1.6," 5,490 "
20130908,21.4,16.7,27.9,0," 5,490 "
20130909,21.7,16.7,27.7,0," 5,490 "
20130910,22.5,18.3,27.4,3," 5,490 "
20130911,22.3,19.9,25.5,9.9," 5,490 "
20130912,22.5,20.4,25.6,2.9," 5,490 "
20130913,24.2,20.7,28.7,14.4," 5,490 "
20130914,22.4,20.1,25.6,40.6," 5,490 "
20130915,22.7,18.1,28.9,0," 5,490 "
20130916,20.4,15.2,27.1,0.1," 5,490 "
20130917,21,14.4,28.9,0," 5,490 "
20130918,22.5,16.3,30.1,0," 5,490 "
20130919,22.4,17.3,28.6,0," 5,490 "
20130920,22.4,17.3,29.2,0," 5,490 "
20130921,22.9,18,29.5,0," 5,490 "
20130922,22.2,18.5,27.4,1.6," 5,490 "
20130923,22.1,17.2,28,0," 5,490 "
20130924,21.8,17.8,26.3,3.8," 5,489 "
20130925,19.6,16.2,24.2,1.1," 5,489 "
20130926,17.1,12,23.4,0.2," 5,489 "
20130927,17.2,10.3,24.6,0," 5,489 "
20130928,18.2,15,22,2.1," 5,489 "
20130929,18.8,17.1,20.6,26.8," 5,489 "
20130930,20.9,18,25.9,7.2," 5,489 "
20131001,20.8,16.7,26.5,0.5," 5,489 "
20131002,19.4,14.7,24.4,2.4," 5,476 "
20131003,16.1,10.7,22.8,0.1," 5,476 "
20131004,16.2,9.2,24.6,0," 5,476 "
20131005,18.5,11.2,25.6,0," 5,476 "
20131006,20.9,16.9,24.7,2.7," 5,476 "
20131007,22.5,19.5,26.9,0.9," 5,476 "
20131008,20.3,18.5,22,30.7," 5,476 "
20131009,20,16.8,24.7,0.6," 5,476 "
20131010,19.9,16.5,23.9,8.2," 5,476 "
20131011,18.8,13.1,23.6,0.3," 5,472 "
20131012,15.5,9.9,22.3,0," 5,472 "
20131013,15.8,9.3,23.8,0," 5,472 "
20131014,17.3,11,25.2,0," 5,472 "
20131015,14.4,10.5,19.6,5.8," 5,472 "
20131016,11.1,6.3,17,0," 5,472 "
20131017,11.1,5.3,18.3,0," 5,472 "
20131018,13,6.8,20.6,0," 5,472 "
20131019,14.3,8.6,20.5,0," 5,472 "
20131020,15.9,11,22.7,0.1," 5,472 "
20131021,14.9,10.1,21.2,0," 5,472 "
20131022,15.1,9.7,21,0.2," 5,472 "
20131023,15.4,10.6,21.8,0," 5,468 "
20131024,14.1,9.2,20.5,0," 5,468 "
20131025,10.9,6.4,17,0," 5,468 "
20131026,10,4.7,16.7,0," 5,468 "
20131027,10.1,3.9,18.3,0," 5,468 "
20131028,10.5,4.3,18.4,0," 5,457 "
20131029,12.2,5.4,19.6,0.3," 5,455 "
20131030,11.9,7.2,17.9,0," 5,455 "
20131031,12,6.6,19.8,0," 5,455 "
20131101,14,7.9,21.2,0," 5,455 "
20131102,14.1,10.2,18.4,2," 5,455 "
20131103,13.4,9.4,18.6,0.1," 5,455 "
20131104,12,7.6,17.9,0.3," 5,444 "
20131105,11.1,5.3,19.3,0," 5,417 "
20131106,12.3,7.5,17.3,0.9," 5,417 "
20131107,12.8,6.7,18.4,0.5," 5,408 "
20131108,9.3,3.6,16,0," 5,404 "
20131109,11.9,7.1,16.6,12.5," 5,404 "
20131110,9.3,4.2,15,0.6," 5,404 "
20131111,4.9,1.2,9.4,0," 5,389 "
20131112,4.6,-0.3,10.6,0," 5,389 "
20131113,4.7,-1.2,12.3,0," 5,389 "
20131114,6.5,0.6,11.5,0.5," 5,389 "
20131115,8.3,3.8,14.8,0.7," 5,369 "
20131116,7.2,1.4,14.7,0.5," 5,369 "
20131117,7.1,3,11.2,1.4," 5,369 "
20131118,3.2,0.7,6.5,1.4," 5,348 "
20131119,3.5,0.4,6.8,0.8," 5,343 "
20131120,3.4,-0.3,7.9,0.1," 5,343 "
20131121,3.8,-1.2,9.6,0," 5,117 "
20131122,5,-0.3,11.3,0," 5,117 "
20131123,6.1,0.6,13.1,0," 5,117 "
20131124,8.4,2.3,13.8,14," 5,117 "
20131125,7.5,3.3,12.7,12.6," 5,111 "
20131126,3.5,-0.8,8,0.3," 5,111 "
20131127,1.8,-2,6.4,6.7," 5,111 "
20131128,-1.3,-4.5,2.2,1.3," 4,964 "
20131129,1.1,-3.3,5.9,0.5," 4,964 "
20131130,3.9,-1.8,10.8,0," 4,964 "
20131201,4.5,-0.2,10.8,0," 4,964 "
20131202,4,-1.1,9.5,0," 4,964 "
20131203,5,0.4,11,0," 4,964 "
20131204,4.6,-0.2,11.6,0," 4,922 "
20131205,5.4,-0.1,10.5,0," 5,108 "
20131206,4.2,-0.2,9.3,0," 5,170 "
20131207,3.9,-1.3,10.5,0," 5,170 "
20131208,4.5,-1,11.6,0," 5,170 "
20131209,5.8,2.5,9.5,8.5," 5,152 "
20131210,3,0.4,6,1.2," 5,152 "
20131211,0.9,-1.7,4,2.2," 5,188 "
20131212,1,-4.8,5.7,3.1," 5,175 "
20131213,-2.4,-5.8,2,0.3," 5,175 "
20131214,-0.5,-6.2,4.4,0.3," 5,175 "
20131215,-1.2,-5.2,3.8,0," 5,175 "
20131216,-1.3,-6.1,3.2,0," 5,169 "
20131217,2,-2.5,6.3,1.7," 5,162 "
20131218,4.2,0.9,8.5,0.4," 5,117 "
20131219,-0.2,-3.3,2.9,1.2," 5,117 "
20131220,-0.9,-4.2,2.4,1.2," 5,117 "
20131221,-0.4,-4.3,4.7,0.1," 5,117 "
20131222,-0.8,-5.7,4.9,0," 5,117 "
20131223,0.3,-3.6,5.4,0," 5,117 "
20131224,-0.4,-5.5,6.8,0.1," 5,113 "
20131225,0.8,-5.4,7.2,0," 5,113 "
20131226,1.6,-1.5,5.3,0.3," 5,113 "
20131227,-2.4,-5.3,0.8,0," 5,114 "
20131228,-3.9,-8,0.8,0.1," 5,114 "
20131229,-1.7,-7.3,3.2,0.3," 5,114 "
20131230,2.8,-2.4,7.6,0," 5,102 "
20131231,4.1,-1.8,9.1,0," 5,102 "
20140101,4.8,-0.3,9.2,0," 5,102 "
20140102,2.6,-2.2,9.1,0,"4,853"
20140103,2.6,-3.2,10.1,0,"4,694"
20140104,1.5,-2.8,6.9,1.2,"4,694"
20140105,0.7,-3.7,6.6,0.1,"4,694"
20140106,0.2,-5.1,7.6,0,"4,605"
20140107,1.9,-4.3,7.8,0,"4,605"
20140108,2.1,-1.4,5.3,1.8,"4,558"
20140109,-4.4,-8.1,-0.6,0,"4,558"
20140110,-3.7,-9.6,2,0,"4,558"
20140111,-0.8,-5.5,4.4,0,"4,558"
20140112,-0.4,-5.1,5.3,0,"4,558"
20140113,-3.9,-8.4,1.5,0,"4,558"
20140114,-3.4,-9.3,3.4,0,"4,592"
20140115,-2.3,-8.1,4.3,0,"4,592"
20140116,-0.9,-6.6,5.2,0,"4,876"
20140117,-0.1,-5,5.9,0,"4,876"
20140118,-0.6,-4.6,3.9,0,"4,876"
20140119,-1.7,-8.3,4.6,0,"4,876"
20140120,1,-2.2,5.5,1.5,"4,876"
20140121,-2.9,-5.5,-0.1,1.4,"4,876"
20140122,-2.7,-8,3.4,0,"4,876"
20140123,-1,-7.5,7.1,0,"4,876"
20140124,4,-3.5,10.7,0,"4,876"
20140125,6.2,1.4,10.6,1.9,"4,876"
20140126,0.4,-4.1,5.6,0.2,"4,876"
20140127,0.7,-7,8.9,0,"4,876"
20140128,3,-3.1,9.3,0.1,"4,876"
20140129,3,-6.4,11.5,0.7,"4,876"
20140130,6.1,1.5,10.2,1.1,"4,863"
20140131,3.1,-3.1,10.8,0,"4,863"
20140201,7.5,1,13.4,6,"4,863"
20140202,8.9,5.1,14.2,0.4,"4,863"
20140203,1.8,-4.5,7.3,0,"4,863"
20140204,-4.9,-8.1,-0.7,0,"4,863"
20140205,-3.8,-8.1,1.4,0,"4,833"
20140206,-0.5,-4.8,4.5,0.3,"4,833"
20140207,2.6,-1.8,6.7,2.8,"4,833"
20140208,2.2,0.4,4.6,3.2,"4,725"
20140209,0.4,-1.3,3.3,3.2,"4,725"
20140210,0.1,-2.6,3.4,2.2,"4,725"
20140211,0.1,-4.2,5.3,0.6,"4,725"
20140212,0.9,-3.3,6.5,0.4,"4,725"
20140213,1.6,-2.7,6,2.1,"4,725"
20140214,1.9,-1.6,6,0.2,"4,705"
20140215,1.7,-4.1,8.9,0,"4,705"
20140216,2.7,-3.9,10.1,0,"4,705"
20140217,4.1,0.7,8.3,2.5,"4,699"
20140218,2.4,-0.7,5.6,0.5,"4,692"
20140219,1.6,-2.8,6.7,0.1,"4,692"
20140220,1.5,-3.8,7.5,0,"4,685"
20140221,1.1,-4.4,7.9,0,"4,680"
20140222,1.8,-4.5,9.2,0,"4,680"
20140223,2.9,-3.3,10.4,0,"4,680"
20140224,4.2,-2.5,12,0,"4,687"
20140225,5.6,-1.3,13.6,0,"4,687"
20140226,6.2,1.2,11.5,4.1,"4,687"
20140227,8.6,3.4,15.5,0.2,"4,676"
20140228,7.1,3.1,11.8,0.1,"4,676"
20140301,6.6,4,9.8,2.1,"4,676"
20140302,5,0.4,10.5,0.6,"4,676"
20140303,4.3,-2.4,11.6,0,"4,688"
20140304,5.1,-1.1,11.4,0.2,"4,688"
20140305,3.1,-0.7,8,0.7,"4,688"
20140306,1.4,-4.1,6.5,0,"4,678"
20140307,1.3,-3.8,6.3,0,"4,645"
20140308,2.4,-3.2,8.2,0,"4,645"
20140309,2.5,-1.5,7.2,1.3,"4,645"
20140310,2,-4.4,8.8,0,"4,678"
20140311,5,-3.6,13.6,0,"4,678"
20140312,5.8,0.5,9.3,23,"4,678"
20140313,4.2,1.4,7.6,8.8,"4,678"
20140314,3.3,-0.9,8.4,0.3,"4,678"
20140315,6.9,-1.4,14.1,0,"4,678"
20140316,10.6,4.2,18,0,"4,678"
20140317,12.4,3.8,20.1,1.3,"4,678"
20140318,12.6,7.4,18.3,0.5,"4,678"
20140319,9,5.8,12.6,0.1,"4,678"
20140320,6.4,3,10.7,2.7,"4,678"
20140321,5,0.5,10.4,0,"4,678"
20140322,7.6,-1,15.6,0,"4,678"
20140323,10.2,2.4,18.3,0,"4,678"
20140324,11.2,2.2,18.1,0,"4,680"
20140325,14.2,11.2,18.1,9.3,"4,680"
20140326,13.8,9.5,19,8.9,"4,680"
20140327,12.7,6.4,20.6,0,"4,680"
20140328,15.7,7.6,24.1,0,"4,680"
20140329,14.2,11.7,17.2,10.7,"4,680"
20140330,12.7,8.2,18,3.8,"4,680"
20140331,12,5.5,19.8,0,"4,680"
20140401,13.2,5.3,21.8,0,"4,680"
20140402,14.3,6.3,22.6,0,"4,680"
20140403,10.7,5,18.1,4.9,"4,693"
20140404,7,2.8,11.9,0.8,"4,693"
20140405,6.2,1.2,12.3,0.6,"4,693"
20140406,8,2.5,13.9,0,"4,693"
20140407,11.6,3.9,19.2,0,"4,693"
20140408,12.2,3.9,20.7,0,"4,693"
20140409,12.9,4.9,20.9,0,"4,693"
20140410,12.8,7,20.7,0,"4,693"
20140411,12.3,7.8,17.8,0.1,"4,673"
20140412,13.4,9.4,18.1,0.1,"4,673"
20140413,13.5,8.5,19.3,2.4,"4,673"
20140414,13.7,5,22.5,0,"4,662"
20140415,16,7.5,23.6,0,"4,660"
20140416,16.3,11,23,0,"4,660"
20140417,13.4,7.7,20.5,12.5,"4,611"
20140418,13.5,10.2,18.4,0.7,"4,609"
20140419,12.5,9.1,16.3,0,"4,609"
20140420,13.6,8.5,19.9,0,"4,609"
20140421,15,8.3,21.9,0,"4,491"
20140422,14.9,8.6,22,0,"4,491"
20140423,15.4,6.7,24.2,0,"4,468"
20140424,16.6,8.5,25.2,0,"4,516"
20140425,17.1,8.4,25.8,0,"4,470"
20140426,17.1,9.8,23.7,0,"4,470"
20140427,15.6,13.3,18.8,12.1,"4,470"
20140428,13.6,12.4,15.4,27.2,"4,470"
20140429,14.2,12.1,17,23.2,"4,470"
20140430,14.5,11.1,19.3,1.1,"4,470"
20140501,16.3,10,23,0,"4,470"
20140502,17.4,10.1,25.8,0.2,"4,470"
20140503,14.4,9,20.9,0,"4,470"
20140504,13.3,7.6,20.5,1.2,"4,470"
20140505,11.6,6.3,17.2,0.1,"4,470"
20140506,12.7,5.6,19.8,0,"4,470"
20140507,15.3,6.2,22.7,0.3,"4,470"
20140508,15.4,10.6,20.6,2.7,"4,466"
20140509,15.5,8.3,23.4,0,"4,466"
20140510,17.2,9.2,24.7,0,"4,467"
20140511,17.3,11.1,23.2,18.5,"4,468"
20140512,17.9,14.2,22.4,15.6,"4,466"
20140513,20.1,12,27.4,0,"4,466"
20140514,18.5,14.4,23.6,1.6,"4,466"
20140515,18.6,14,24.5,0,"4,451"
20140516,19,11.7,26.1,0,"4,451"
20140517,18.7,12.1,25.9,0,"4,452"
20140518,18.6,11.6,25.8,0,"4,453"
20140519,19.4,11.8,26.8,0,"4,451"
20140520,18.4,14.8,23,4.5,"4,451"
20140521,18.4,13.2,24.7,0,"4,451"
20140522,19.5,12.7,27,0,"4,451"
20140523,19.2,15.4,24.1,0,"4,474"
20140524,21.8,15.4,28.6,0,"4,474"
20140525,20.5,17.6,25,7.7,"4,474"
20140526,20.5,15.3,26,2.3,"4,467"
20140527,22,13.5,29.5,0,"4,461"
20140528,21.6,16,28.4,1.2,"4,461"
20140529,22.8,15.5,31.1,0,"4,438"
20140530,23.6,15.2,32.1,0,"4,438"
20140531,24.3,16.3,32.4,0,"4,438"
20140601,23.9,18.3,29.9,0,"4,459"
20140602,20.9,18,24.2,5.9,"4,459"
20140603,19.1,17.2,21.3,19.8,"4,459"
20140604,21.1,18.3,25.3,3.1,"4,459"
20140605,20.7,18.2,23.8,1.2,"4,478"
20140606,21.4,16.5,27.4,0,"4,478"
20140607,21,15.8,26.6,0.2,"4,478"
20140608,20.6,17.9,25,0.7,"4,478"
20140609,20.9,17.9,25.4,0.9,"4,478"
20140610,21,18,25.4,4,"4,478"
20140611,20.4,17.6,25.2,4.8,"4,478"
20140612,19.4,16,24.3,7.2,"4,407"
20140613,20.3,16.3,25.4,1,"4,397"
20140614,22.1,16.7,28.2,0,"4,397"
20140615,22.6,17,28.7,0,"4,397"
20140616,23.3,17.4,29.6,0,"4,404"
20140617,22,19.2,26.1,1.9,"4,426"
20140618,22.5,17.9,28.3,0.3,"4,426"
20140619,22.6,18,27.9,0.3,"4,424"
20140620,22.2,18.3,26.7,1.4,"4,424"
20140621,21.3,19.2,24.3,2.3,"4,424"
20140622,21.9,18.4,26.5,5.9,"4,424"
20140623,21.1,18.3,26,12.4,"4,447"
20140624,21.8,18,27,2.5,"4,447"
20140625,22.8,18,28.4,0,"4,447"
20140626,23.7,19,29.3,0,"4,447"
20140627,24,18.8,29.9,0,"4,434"
20140628,24,19.9,29.3,0.8,"4,434"
20140629,23.4,18.9,28.4,0,"4,434"
20140630,23.7,19.4,29.5,1.7,"4,431"
20140701,24.6,19.5,31.1,1.5,"4,419"
20140702,23.1,20.1,27.5,7.7,"4,449"
20140703,21.3,19.5,23.5,25.8,"4,508"
20140704,23.6,20.2,28.7,0.9,"4,527"
20140705,23.1,19.5,27.3,0.8,"4,527"
20140706,21.5,19.5,24.1,8,"4,527"
20140707,23.3,19,28,0.9,"4,537"
20140708,25,21.5,29.1,4.2,"4,537"
20140709,26.1,23.4,30.4,7.2,"4,537"
20140710,26.9,23.2,32,0,"4,274"
20140711,26.5,21.5,32.4,0,"4,237"
20140712,24.7,20.8,29.2,0.9,"4,238"
20140713,24,20.9,28.4,8,"4,239"
20140714,25.6,21.3,31.1,0,"4,237"
20140715,24.4,21.3,28.5,2,"4,243"
20140716,25.2,21.5,29.9,2.4,"4,243"
20140717,24.3,21.7,27.6,7.7,"4,404"
20140718,24.6,21.8,29,18.6,"4,404"
20140719,25.9,22.5,31,9.2,"4,405"
20140720,26.6,22.7,31.9,0.1,"4,406"
20140721,26.7,22.4,31.7,0,"4,404"
20140722,26.6,23.3,30.6,2.1,"4,404"
20140723,26.1,23.2,29.7,10.7,"4,416"
20140724,26.5,23.1,31.2,11.7,"4,453"
20140725,27.9,24.2,32.6,8.8,"4,512"
20140726,25.6,21.6,29.5,1.8,"4,512"
20140727,23.8,19.1,29.8,0.2,"4,512"
20140728,23.5,18.8,28.7,3.3,"4,526"
20140729,24.5,20.6,29.4,2.7,"4,492"
20140730,27.4,22.3,33,0,"4,492"
20140731,27.7,23.8,34.2,5.5,"4,492"
20140801,27.7,23.4,32.5,2.4,"4,493"
20140802,27,24,30.6,46,"4,494"
20140803,25.2,23.7,27.2,35.2,"4,495"
20140804,24.9,23.7,27,9.1,"4,492"
20140805,26.9,23.8,31.5,1.2,"4,492"
20140806,26,22.9,29.9,5.8,"4,492"
20140807,23,21.2,26,17.6,"4,492"
20140808,23.6,20.4,27.4,3.9,"4,492"
20140809,24.5,20.8,28.4,1.9,"4,493"
20140810,23.4,20.6,28,21.6,"4,494"
20140811,23.5,19.3,28.7,0.4,"4,492"
20140812,24.7,19.9,30.4,0,"4,492"
20140813,23.1,20.7,26.7,2.5,"4,492"
20140814,21,19.5,22.8,18.2,"4,492"
20140815,23.4,20.3,27.8,3.6,"4,432"
20140816,24.3,20.7,29.4,0.2,"4,432"
20140817,22.7,20.4,25.9,19.6,"4,432"
20140818,21.6,19.8,23.9,56.9,"4,432"
20140819,22.9,21.1,26.1,12.2,"4,419"
20140820,23.4,21.5,26.3,13.3,"4,419"
20140821,23.8,21.5,27.4,37.7,"4,419"
20140822,24.4,20.4,29.5,0.9,"4,419"
20140823,24.5,20.6,29.8,0,"4,419"
20140824,24.2,21.1,28.4,5.7,"4,419"
20140825,23.4,21.9,25.8,40.1,"4,419"
20140826,24.2,21.3,28.6,5.6,"4,419"
20140827,22.6,19.8,26.1,1.8,"4,419"
20140828,22.1,18.8,26.6,1.2,"4,419"
20140829,22.1,18.4,27.2,4.1,"4,392"
20140830,21.9,17.3,27.5,0,"4,392"
20140831,21,16.8,26.2,0,"4,392"
20140901,22.2,16.8,28.3,0.1,"4,392"
20140902,21.4,18.1,25.4,7,"4,404"
20140903,21.5,19,24.4,31.7,"4,404"
20140904,22.8,18.6,28.1,0.4,"4,404"
20140905,23,17.7,29.7,0,"4,404"
20140906,22.6,18.7,28.8,0.6,"4,404"
20140907,22.9,17.7,29.4,0,"4,404"
20140908,23.2,18.8,29.4,0,"4,404"
20140909,22.2,17.5,28.2,0,"4,404"
20140910,21.1,16,27.6,0,"4,404"
20140911,21.5,15.8,28.2,0,"4,404"
20140912,20.9,17.5,25,0.3,"4,404"
20140913,21.5,16.8,27.3,0.2,"4,404"
20140914,20.8,15.4,26.9,0,"4,404"
20140915,21.7,17.7,27.6,0.1,"4,404"
20140916,21.3,16.4,27.1,0,"4,404"
20140917,20,17.1,24.3,2.4,"4,404"
20140918,19.5,15.3,24.9,0.1,"4,404"
20140919,18.6,13.5,25.1,0,"4,404"
20140920,19.1,12.7,26.6,0,"4,404"
20140921,19.2,13.6,26.1,0.1,"4,404"
20140922,20,13.4,27.4,0,"4,404"
20140923,20.6,15.1,26.5,8.2,"4,404"
20140924,19.2,17.1,21.7,61.6,"4,404"
20140925,20.2,16,26.2,0.3,"4,404"
20140926,19.9,16.1,25,0.4,"4,404"
20140927,20.2,15.1,26.3,0.1,"4,404"
20140928,20.9,16.3,26.8,0.1,"4,404"
20140929,19.9,18,22.1,4.9,"4,404"
20140930,18.6,15.6,23.2,1.1,"4,398"
20141001,18.3,14.9,23.3,0,"4,398"
20141002,18.6,14.5,23.5,2.3,"4,357"
20141003,17.2,12.7,21.8,0.2,"4,357"
20141004,16.5,11.3,22.4,0.3,"4,357"
20141005,16.2,10.9,22.2,0,"4,357"
20141006,15.3,9.9,21.8,0,"4,357"
20141007,15,8.9,22.7,0,"4,365"
20141008,15.4,9.2,23.2,0,"4,365"
20141009,16.4,10.2,24.3,0,"4,365"
20141010,18,10.5,25.6,0,"4,365"
20141011,18.5,13.4,24.9,0,"4,365"
20141012,17.8,12.6,22.5,0.9,"4,365"
20141013,16.4,11.4,20.4,14,"4,365"
20141014,12.9,7.9,19.6,0,"4,365"
20141015,12.7,6.7,20.2,0,"4,365"
20141016,12.9,7.5,19.7,1.4,"4,378"
20141017,12,4.7,21,0,"4,378"
20141018,13,5.7,22.5,0,"4,378"
20141019,15.1,7.1,22.8,0,"4,378"
20141020,16.6,14.1,18.6,18.4,"4,393"
20141021,15.9,13.2,18.8,41.6,"4,393"
20141022,13.2,9.7,16.8,13.7,"4,393"
20141023,12.5,7.7,19.3,0,"4,393"
20141024,13.8,8.3,21.5,0,"4,393"
20141025,14.6,9.3,23.1,0,"4,393"
20141026,15.5,8.9,22.6,0.1,"4,393"
20141027,12.5,6.8,18.5,0,"4,393"
20141028,10,3.4,19.2,0,"4,393"
20141029,11.2,4.6,20,0,"4,385"
20141030,12.8,6.2,19.9,0,"4,385"
20141031,12.9,11.1,15.1,23.6,"4,381"
20141101,15.1,12.5,18.3,1.9,"4,381"
20141102,12.3,8.7,15.6,2,"4,381"
20141103,8.8,3.6,14.2,0,"4,379"
20141104,9.2,2.6,17.8,0,"4,406"
20141105,10.3,3.4,18.6,0,"4,360"
20141106,12.3,7.5,18.9,0.1,"4,347"
20141107,10.3,5.5,16.2,2.4,"4,347"
20141108,11.2,7.7,15.4,0.5,"4,347"
20141109,10.8,5.3,16.6,0,"4,347"
20141110,8.6,2.6,17.2,0,"4,347"
20141111,9,2.3,16.2,0.4,"4,347"
20141112,8.6,3.3,12.9,2.2,"4,325"
20141113,2.8,-0.3,6.4,0.1,"4,333"
20141114,5.2,-0.5,11.3,0.2,"4,346"
20141115,5.6,0.2,11.9,0,"4,346"
20141116,7.7,3.2,14,0.2,"4,346"
20141117,7.1,2.9,12,0.5,"4,346"
20141118,5.4,0.6,12,0,"4,346"
20141119,4.8,-1.7,13.1,0,"4,346"
20141120,6.2,-0.2,14.8,0,"4,346"
20141121,8.1,1.4,16.2,0,"4,346"
20141122,9.3,3.7,15.8,1,"4,346"
20141123,8.9,4.1,13.9,0,"4,346"
20141124,9.7,8.1,11.5,28.1,"4,346"
20141125,10.2,7.4,13.3,1.7,"4,346"
20141126,9.4,5.5,14.9,0.1,"4,342"
20141127,8.5,3.6,15.9,0,"4,342"
20141128,9.5,5.2,12.6,5.9,"4,342"
20141129,10.3,6.6,15,0,"4,342"
20141130,9.9,6.8,11.9,9.5,"4,342"
20141201,2.7,-3.1,10.7,1.8,"4,342"
20141202,-2.6,-5.1,0.6,0.7,"4,342"
20141203,0.7,-4.4,4.1,2.3,"4,342"
20141204,-0.4,-3.4,3.1,1.6,"4,368"
20141205,-3.1,-5.9,0.5,1.3,"4,368"
20141206,-2.3,-6.3,1.9,0.2,"4,368"
20141207,-1.4,-5.1,3.5,0,"4,368"
20141208,0.2,-3.8,5.2,1.9,"4,368"
20141209,-0.9,-6.1,5.8,0,"4,368"
20141210,3.3,-2.3,7.8,0.4,"4,375"
20141211,2.5,-1.9,6.1,0.2,"4,375"
20141212,-0.2,-3.4,3.6,1,"4,375"
20141213,-2.3,-5.2,0.8,0.7,"4,375"
20141214,-1.6,-6.9,3.4,0,"4,375"
20141215,2,-2.6,5.8,2.2,"4,375"
20141216,-1.1,-6,4.2,5,"4,375"
20141217,-6,-8.7,-3.2,1.9,"4,375"
20141218,-5.3,-10.1,0.4,0,"4,360"
20141219,-2.1,-9.2,3.1,0.6,"4,360"
20141220,0.8,-3.4,5.1,2,"4,360"
20141221,-3.3,-7,1.3,0.7,"4,360"
20141222,-2.5,-8,2.7,0.5,"4,348"
20141223,0.1,-5.9,5.9,0,"4,348"
20141224,3.4,-1.1,9,0.2,"4,342"
20141225,-0.3,-3.9,4.3,0,"4,356"
20141226,-2.1,-6.8,4.1,0,"4,356"
20141227,-1.1,-6.7,7.1,0,"4,356"
20141228,-0.1,-5.6,5.1,0,"4,356"
20141229,2.7,-1.7,8,0,"4,356"
20141230,3.5,-1.7,9.9,0,"4,356"
20141231,0.1,-4.1,4.7,0.9,"4,356"
20150101,-4.9,-7.4,-1.9,0.5,"4,356"
20150102,-3.8,-7.6,0.8,0.3,"4,356"
20150103,-2.3,-9.3,4.3,0,"4,356"
20150104,2.4,-2.6,9.8,0,"4,356"
20150105,3.8,-2.7,10.1,4.1,"4,356"
20150106,1.8,-3.3,7.1,4.7,"4,356"
20150107,-3,-6.5,1.6,0,"4,357"
20150108,-2.5,-7.8,3.3,0,"4,357"
20150109,-0.2,-5.1,4.9,0,"4,385"
20150110,1,-4.2,6.7,0,"4,385"
20150111,1,-3.3,6,0.1,"4,385"
20150112,-1.7,-6.5,4.8,0,"4,385"
20150113,0.4,-6.5,7.9,0,"4,385"
20150114,2.7,-0.2,5.9,0.4,"4,385"
20150115,3.1,-1.3,9.1,0.2,"4,385"
20150116,1.5,-2.6,5.3,0.3,"4,385"
20150117,-0.9,-4.6,3.1,0,"4,385"
20150118,0,-6.8,5.8,1.3,"4,385"
20150119,2.7,-1.3,6.4,0.4,"4,359"
20150120,0.4,-5.3,6.8,0,"4,359"
20150121,2.9,-0.6,6.5,3.1,"4,359"
20150122,3.1,0.5,6.3,1.9,"4,354"
20150123,1.4,-2.7,6.8,0,"4,329"
20150124,2.6,-1.9,8.8,0,"4,329"
20150125,3.7,-1.3,7.8,3.8,"4,329"
20150126,5.6,2.7,9.1,1.7,"4,329"
20150127,0.5,-3.7,4.6,0.3,"4,329"
20150128,-2.1,-6,3.5,0.3,"4,329"
20150129,0.3,-3.6,3.7,1.4,"4,329"
20150130,0,-3.6,3.6,0.2,"4,329"
20150131,-2.7,-6.9,2.6,0,"4,329"
20150201,-1.9,-8,5.5,0,"4,329"
20150202,-0.2,-5.5,7.3,0,"4,329"
20150203,0.7,-5.1,7.9,0,"4,329"
20150204,0.9,-3.4,6.1,0,"4,329"
20150205,0.9,-2.9,5.4,0.3,"4,329"
20150206,1.3,-3.6,7.4,0,"4,329"
20150207,2.2,-2.6,7.1,0,"4,329"
20150208,-4.8,-8.3,2.5,0,"4,329"
20150209,-3.9,-10.7,1.2,0.1,"4,329"
20150210,3,-2.2,8.1,0,"4,329"
20150211,4,-1.2,9.7,0,"4,322"
20150212,0.6,-3.2,4.8,0,"4,322"
20150213,-0.7,-6.4,5.2,0,"4,322"
20150214,2.2,-4.8,9.2,0,"4,322"
20150215,6.1,-0.2,11,3.8,"4,322"
20150216,5.1,3.8,6.8,10,"4,322"
20150217,3.6,1.7,6.4,0.3,"4,322"
20150218,2.3,0.6,4.8,0.1,"4,322"
20150219,2.3,-2.1,8.3,0.2,"4,322"
20150220,4.2,-3.2,10.9,0,"4,322"
20150221,6.4,3.9,8.5,7.9,"4,322"
20150222,6.3,1.7,11.3,1,"4,322"
20150223,3.2,-0.2,8.6,0,"4,322"
20150224,3.4,-0.9,9.6,0,"4,306"
20150225,5.2,-0.4,11.2,0.1,"4,307"
20150226,3.6,-1.1,8.2,0.2,"4,307"
20150227,-0.3,-3.7,4.1,0,"4,307"
20150228,2,-3.7,6.8,1.6,"4,307"
20150301,3.2,0.5,7.1,0.9,"4,307"
20150302,3.5,-3,10.5,0,"4,307"
