year,avgTemp,minTemp,maxTemp,rainFall,avgPrice
20120106,-2.6,-7.8,3.7,0,"1,622"
20120107,-3.3,-9,4.1,0,"1,632"
20120108,-1.9,-8.2,4.7,0,"1,513"
20120109,0.1,-4,4.9,0,"1,523"
20120110,0,-3.7,4.5,0,"1,628"
20120111,-3,-7.6,0.7,0,"1,652"
20120112,-3.4,-9.6,2.2,0,"1,513"
20120113,-0.2,-4.8,5.3,0,"1,523"
20120114,-1,-6.6,4.9,0,"1,656"
20120115,-0.6,-3.9,3.8,0,"2,062"
20120116,1.2,-4,7.3,2,"2,087"
20120117,2.8,-1.2,8.6,0.2,"1,946"
20120118,2.4,-1.8,7.3,0.4,"2,016"
20120119,4.8,1.7,7.4,5.9,"2,006"
20120120,5.9,3.5,8.9,1.4,"2,133"
20120121,3.8,1.4,6.7,1.5,"2,119"
20120122,-1.7,-6.2,2.5,0,"2,016"
20120123,-6.3,-9.6,-2.3,0,"2,006"
20120124,-5.8,-10.6,-0.7,0.2,"2,133"
20120125,-5.9,-9.7,-2,0.7,"2,119"
20120126,-3.3,-10.9,3.2,0,"2,016"
20120127,0.1,-4.9,6.1,0.1,"2,130"
20120128,0.2,-3.8,5.7,0,"2,115"
20120129,-0.9,-5.8,4.8,0,"2,109"
20120130,-2.8,-7.1,2.4,0,"2,159"
20120131,-2.3,-9.2,3.4,3.3,"2,181"
20120201,-6.5,-10.6,-0.4,0.3,"2,137"
20120202,-10.2,-13.9,-5.7,0.1,"1,933"
20120203,-7,-13.7,-0.9,0,"1,884"
20120204,-1.9,-7.5,4.1,0.1,"2,138"
20120205,-0.6,-5.2,5.6,0,"1,835"
20120206,1.2,-4.3,6.2,1.6,"1,786"
20120207,-3.7,-8.5,3,0,"2,139"
20120208,-6.3,-11.1,-1.6,0.4,"1,737"
20120209,-3,-8.8,1.7,0.2,"1,870"
20120210,-1.4,-6.2,3.7,0,"1,880"
20120211,-2.4,-8,3.6,0,"1,884"
20120212,0,-7.2,6.7,0,"1,897"
20120213,2.3,-0.9,6.5,0.5,"1,917"
20120214,3.4,-0.8,9,3.4,"1,918"
20120215,2.1,-1,7,0,"1,913"
20120216,0.3,-3.7,4.9,0,"1,904"
20120217,-3.6,-6.5,0.1,0.1,"1,922"
20120218,-4.8,-9,-0.3,0.1,"1,918"
20120219,-3.3,-9.1,2.7,0,"1,913"
20120220,-0.6,-8.4,7,0,"1,904"
20120221,0.8,-4.5,6.3,0.7,"1,922"
20120222,4.4,-2.2,10.7,0,"1,918"
20120223,5.7,1.1,10.8,0,"1,938"
20120224,4.5,-0.4,9.4,0.3,"1,983"
20120225,2.2,-0.5,5.3,1,"2,005"
20120226,-0.1,-3.1,4.3,0.6,"1,952"
20120227,-0.3,-6.4,6.8,0,"2,108"
20120228,1.6,-4.3,7,0.6,"2,128"
20120229,4.6,-2.2,12.1,0.1,"2,206"
20120301,7.3,0.9,14.5,0,"1,953"
20120302,5.8,4.1,7.9,2.1,"2,108"
20120303,6.2,2.4,10.6,0.5,"2,208"
20120304,5.6,2.7,8.4,4.4,"2,200"
20120305,5.3,3.6,7,15.7,"1,998"
20120306,4.9,2.3,7.9,3.6,"1,982"
20120307,4.5,0.6,9.9,0,"1,982"
20120308,3.9,-0.4,9.5,0,"1,967"
20120309,3.9,-1.2,9.6,0.5,"2,127"
20120310,4.5,0.7,9.6,0.1,"2,106"
20120311,0.3,-2.8,3.4,0,"2,133"
20120312,-0.3,-5,5.1,0,"2,089"
20120313,1.6,-4.9,8.2,0,"2,127"
20120314,4.5,-2.7,11,0,"2,106"
20120315,6.1,-0.2,12.9,0,"2,075"
20120316,7.2,3.4,11.2,5.4,"2,062"
20120317,9.3,6.7,13.4,1.9,"2,073"
20120318,7.3,2.6,12.4,1.2,"2,111"
20120319,3.9,-0.8,9.5,0,"2,099"
20120320,3.9,-1.9,10,0,"2,038"
20120321,5.3,-2.2,12.7,0,"2,067"
20120322,6.6,2.3,10.4,7.6,"2,051"
20120323,6,3.7,8.3,19,"2,099"
20120324,4.8,2.2,8.8,1.2,"2,038"
20120325,4.4,1,8.8,0,"2,067"
20120326,4.6,-1.3,10.8,0,"2,051"
20120327,8.1,-0.7,15.6,0,"2,099"
20120328,9.9,3.7,17.4,0,"2,068"
20120329,11.9,1.8,18.9,0.6,"2,036"
20120330,12,7.8,15.5,25,"2,008"
20120331,7,2.8,11.8,0.1,"1,646"
20120401,5.5,-0.2,11.7,0,"1,624"
20120402,10.1,1.3,16.9,5.7,"1,634"
20120403,6.7,2.8,13.3,24,"1,619"
20120404,8.7,0.7,15.7,0,"1,617"
20120405,8.3,3,14.2,0,"1,480"
20120406,6.3,0.7,12.3,0,"1,634"
20120407,6.8,0,13.8,0,"1,619"
20120408,13.3,2.7,21,0,"1,617"
20120409,16,10.7,22.4,0,"1,480"
20120410,13.7,10.1,18,4.8,"1,634"
20120411,12.5,7.8,17.6,2.2,"1,619"
20120412,10.8,3.8,17.1,0,"1,457"
20120413,10.5,7.4,14.7,0.7,"1,460"
20120414,12.7,6.2,20.1,0,"1,443"
20120415,14.7,7.6,23.3,0,"1,420"
20120416,13.3,6.9,21.1,0,"1,412"
20120417,11.9,4.8,19.2,0,"1,404"
20120418,13.5,5.7,21.2,0,"1,381"
20120419,13.6,8.6,19.2,1.9,"1,337"
20120420,15,11.5,19.6,0.7,"1,236"
20120421,12.6,10.7,15,57.6,"1,232"
20120422,12.4,9.5,16.4,4.1,"1,232"
20120423,15.7,8.8,22.8,0.1,"1,212"
20120424,19,11.1,27.2,0,"1,381"
20120425,14.7,11.4,18.9,28.6,"1,337"
20120426,13.1,8.2,18.1,0.5,"1,236"
20120427,14.5,5.4,23.1,0,"1,232"
20120428,16.9,8.6,24.9,0,"1,232"
20120429,16.8,11,22.1,0,"1,216"
20120430,18.7,12.9,23.7,0.3,"1,216"
20120501,18.8,14.7,23.2,5.6,"1,163"
20120502,19,15.6,23.7,1.2,"1,192"
20120503,17.4,13.4,22.8,1.5,"1,161"
20120504,18.9,12,26.1,0.1,"1,135"
20120505,19.6,13.3,26.2,0.1,"1,109"
20120506,17.7,10.6,25,0,"1,121"
20120507,18.4,10.7,26.5,0,"1,115"
20120508,18.9,12.5,27,1.1,"1,109"
20120509,18.4,12.6,26.1,0.1,"1,121"
20120510,15.9,12.2,20.8,0.2,"1,115"
20120511,14.5,12.4,17.8,0.1,"1,109"
20120512,15.5,11.3,20.9,0,"1,121"
20120513,16.9,12.2,22.4,0,"1,115"
20120514,15.6,14,17.1,17.6,"1,104"
20120515,17.5,13.1,22.9,0.5,"1,054"
20120516,17.3,11.4,23.7,0.1,"1,046"
20120517,16.1,11.2,21.8,1.3,"1,062"
20120518,16.7,9.3,24.6,0,"1,051"
20120519,17.8,11,24.6,0,"1,046"
20120520,19,11.6,26.9,0,891
20120521,19.4,12.3,26.7,0,928
20120522,20,12.5,27.7,0,915
20120523,20.7,14.6,28.1,0,912
20120524,19.7,14.8,25.4,0.3,891
20120525,19.9,15.3,26.1,0.3,928
20120526,19.7,12.7,27.4,0,915
20120527,20.4,13,27.6,0.3,912
20120528,19.7,14.9,25.8,1.3,923
20120529,20.4,15.1,26.7,0.1,967
20120530,18.7,16.6,21.9,3.5,966
20120531,19.6,15.5,25.5,1.1,973
20120601,19.8,14.3,25.8,0,955
20120602,20.3,16.4,26.5,1.5,907
20120603,20.9,14.6,27.7,0,865
20120604,21.6,15.6,27.5,0.2,877
20120605,23.1,18.7,28.8,0,955
20120606,22.7,18.5,28,0,907
20120607,22.7,17.9,28.8,0,865
20120608,20.1,18,23.5,7.7,880
20120609,21.6,17.6,27,0,855
20120610,22.1,17.5,27.9,1.1,843
20120611,21.5,17.9,26.3,0.2,825
20120612,22,17.9,27.6,2.2,817
20120613,21.4,17.7,26.4,1.4,848
20120614,21.5,17.4,26.6,0,818
20120615,20.4,18.1,23,4.5,812
20120616,22.2,17.5,27.7,0.3,817
20120617,23.2,17.8,29.2,0,848
20120618,22.2,18.5,27.1,3.3,818
20120619,22.9,18.8,28.9,7.2,812
20120620,22.6,18.3,27.7,0.2,817
20120621,23.5,18.9,29.8,0.1,800
20120622,23.1,18.4,28.9,0.1,811
20120623,23.8,19.2,29.8,1,800
20120624,23.3,19.6,27.1,0.8,795
20120625,22.7,18.2,27.7,0,795
20120626,21.7,18.6,25.5,0.4,790
20120627,21.4,18.7,25,0.2,784
20120628,22.8,18.1,28,0,778
20120629,23.5,19.4,28.7,4.6,705
20120630,23.3,20.9,26,37.4,790
20120701,23.4,20.4,27.7,0.5,784
20120702,24,19.9,29.2,0.1,703
20120703,24.6,20.4,29.3,1.1,706
20120704,25.4,22,29.6,0.3,684
20120705,23.9,22.3,26.1,25.2,676
20120706,23.2,21,25.5,64,647
20120707,23,19.6,28.1,2.1,641
20120708,24,19.3,29.7,0,655
20120709,24.9,20,30.7,0,674
20120710,24,20.9,27.8,6.4,647
20120711,24.1,21.9,27.3,33.2,641
20120712,25,21.1,29.1,0.8,655
20120713,24.8,21.9,29,23.6,674
20120714,23.3,21.3,25.8,25.1,711
20120715,22.4,20.3,25.1,48.2,804
20120716,23,20.4,26.5,0.6,805
20120717,23.5,21.2,26.3,8,831
20120718,25.4,22.7,28.6,14.1,831
20120719,25.6,23.1,29.2,27.9,836
20120720,26.1,22.8,30.8,0.2,879
20120721,26.1,22.3,31,0.1,882
20120722,25.6,23.3,29,3.9,920
20120723,27.3,23.8,31.8,0.7,932
20120724,28,24.1,33.1,0,836
20120725,28,23.6,33.4,0,879
20120726,27.9,23.3,33.4,0,882
20120727,28,23.6,33.2,0,920
20120728,28.2,23.8,33.6,0,932
20120729,28.7,24.1,34,0,836
20120730,28.8,24.4,33.8,1.2,912
20120731,28.9,24.7,34.3,0.1,854
20120801,29.4,24.3,34.9,0,850
20120802,28.8,25.5,32.9,0.3,852
20120803,28.8,24.9,33.6,0,853
20120804,28.8,24.3,34.3,0,829
20120805,29.2,23.6,35.3,0,848
20120806,29,24.4,34.5,1.2,846
20120807,28.2,24,33.5,0.2,840
20120808,27,22.3,32.4,0,831
20120809,27.2,23,32.7,0.2,846
20120810,25.3,23.1,29,8,839
20120811,26.9,22.7,31.8,0.8,852
20120812,26.2,23.7,30.2,26.8,853
20120813,25.5,23.2,28.8,35,829
20120814,25.4,22.4,29.1,6.2,848
20120815,26.5,23.5,30.2,42.8,846
20120816,25.6,23.1,29.3,21.1,840
20120817,26.9,23.4,31.8,2.7,831
20120818,27.6,24.6,31.8,2.6,852
20120819,28.2,25.3,32.2,1.5,862
20120820,26.8,24.8,29.3,17.7,866
20120821,26.7,24,31.3,17.4,919
20120822,23.6,21.7,26.7,29.4,923
20120823,22.4,20.6,24.7,38.5,943
20120824,22.4,20.6,24.4,40.8,"1,015"
20120825,25.6,22,30.6,3.4,"1,083"
20120826,27,22.8,32.2,0,"1,437"
20120827,27.1,23.1,30.8,1.9,"1,580"
20120828,25.9,23.4,28.6,38.3,"2,464"
20120829,26.2,23.2,30.3,2.6,"1,723"
20120830,22.3,19.6,25.4,67.5,"1,866"
20120831,22.6,18.3,27.7,1.7,"2,842"
20120901,22.9,19.1,28.1,0.5,"2,976"
20120902,23.3,19.9,28.4,0.3,"3,207"
20120903,23.7,19.9,29,0.1,"3,059"
20120904,23.1,19.8,27,23.3,"2,904"
20120905,22.8,18.2,28,9.9,"2,887"
20120906,20.8,15.7,27.2,0,"2,824"
20120907,21.9,15.7,27.5,8.7,"2,680"
20120908,21.9,18.8,26.4,33.3,"2,659"
20120909,19.9,18,22.8,7.9,"2,690"
20120910,21,17.3,26.3,10.4,"2,824"
20120911,20.9,16.1,26.9,0,"2,680"
20120912,21.1,16.5,26.3,0,"2,659"
20120913,21.3,19.3,23.9,5.8,"2,690"
20120914,19.8,17.6,22.7,4.3,"2,695"
20120915,19.8,16.8,23.6,2.9,"2,686"
20120916,18.8,17.3,20.7,46.6,"2,743"
20120917,18.8,17.4,20.9,95.5,"2,720"
20120918,20.7,17.2,25.4,0.1,"2,686"
20120919,19.6,15.5,25.1,0.3,"2,683"
20120920,18.9,14.1,25.4,0,"2,648"
20120921,18.7,14.1,24.9,0,"2,494"
20120922,19.1,14.2,25.8,0.1,"2,449"
20120923,19.3,14.1,26.2,0,"2,413"
20120924,19.1,13.5,26.2,0,"2,399"
20120925,19.2,13.6,26.2,0,"2,494"
20120926,18.8,13.4,25,0,"2,449"
20120927,18.8,15.2,23.7,0,"2,413"
20120928,18.6,14.4,24.5,1.6,"2,399"
20120929,16.6,12.4,21.7,0.1,"2,494"
20120930,15.9,10.6,22,0,"2,449"
20121001,16.7,11.1,23.7,0,"2,413"
20121002,17.3,12,24.4,0,"2,372"
20121003,17.4,11.8,24.6,0,"2,241"
20121004,17.1,11.1,24.5,0,"2,237"
20121005,17.5,12.3,22.8,0,"2,280"
20121006,17.9,13.5,24,0.1,"2,234"
20121007,16.7,11.2,23.8,0,"2,075"
20121008,15.6,10.5,22.4,0,"1,893"
20121009,15.2,9.2,21.9,0,"1,731"
20121010,15.4,10.5,21.9,1.6,"1,683"
20121011,13.7,8.7,19.9,0,"2,076"
20121012,13.4,6.6,21.9,0,"1,893"
20121013,14.5,8.6,22.9,0,"1,731"
20121014,15.4,9.6,23.5,0,"1,683"
20121015,13.7,7.7,22,0,"1,264"
20121016,15.6,7.7,23,0,"1,127"
20121017,13.6,8.2,18.1,1.6,"1,144"
20121018,10.5,4.2,17.7,0,"1,121"
20121019,12.3,5.5,20.6,0,"1,126"
20121020,13.6,7,21.2,0.1,"1,091"
20121021,15.7,9.2,24,0,"1,087"
20121022,14.7,10.5,20.2,26.7,"1,113"
20121023,11,6.3,16.2,0,"1,125"
20121024,11.6,5.9,18.2,0,"1,125"
20121025,13.2,7.4,21,0.1,"1,125"
20121026,14.5,8.6,22.2,0,"1,125"
20121027,14.8,11.9,17.2,25.4,"1,125"
20121028,15.4,9.8,20.6,0,"1,125"
20121029,12.1,6.8,18.5,0,"1,070"
20121030,10.3,5.4,15,0.3,"1,050"
20121031,8.2,3.5,13.7,0.4,"1,069"
20121101,7.2,2.6,11.8,0.1,"1,089"
20121102,6.2,0.3,13.7,0,"1,079"
20121103,8.1,0.8,16.7,0,"1,181"
20121104,10.8,5.4,14.9,5.8,"1,217"
20121105,10.4,6.9,14.8,3,"1,300"
20121106,9.3,6.3,12.4,4.5,"1,332"
20121107,9.8,6.1,14.3,0,"1,217"
20121108,10,5.5,15,0,"1,300"
20121109,9.8,4.9,16.2,0,"1,332"
20121110,12.1,7.7,15.6,3,"1,217"
20121111,10.6,6.9,15,18.1,"1,347"
20121112,9.6,6.9,12.5,1.2,"1,464"
20121113,7.3,3.9,11.2,3.1,"1,486"
20121114,4.8,2.2,8.2,0.7,"1,556"
20121115,4.9,0.1,11.3,0,"1,577"
20121116,5.9,-0.5,10.9,5.7,"1,632"
20121117,7.5,3.6,10.9,4,"1,731"
20121118,4.5,-0.2,10.8,0,"1,740"
20121119,5.3,-0.2,11.6,1.1,"1,754"
20121120,3.2,-1.1,8.2,0,"1,731"
20121121,3.7,-2.3,9.6,0,"1,740"
20121122,6.2,0.5,12.5,0,"1,759"
20121123,6.1,3.2,9.8,0.5,"1,756"
20121124,3.3,-1.3,8.8,0,"1,720"
20121125,3.5,-2.9,9.3,1.2,"1,725"
20121126,3.8,0.7,8,2.8,"1,727"
20121127,1.8,-2.9,7.7,0,"1,740"
20121128,6.2,-0.9,13.2,0.8,"1,743"
20121129,2.9,-1.4,8.1,0,"1,743"
20121130,2.6,-2.4,8.6,0.1,"1,738"
20121201,1,-3.5,5.7,0.2,"1,727"
20121202,3.1,-0.7,8.4,0.6,"1,740"
20121203,3.2,-1.3,8.4,3.2,"1,743"
20121204,0.2,-2.7,3.7,0.1,"1,743"
20121205,0,-3.8,5.4,6.7,"1,738"
20121206,-3.8,-7.4,-0.2,0.6,"1,729"
20121207,-2.1,-6.4,2,3.3,"1,729"
20121208,-3.9,-7.6,0.1,0.9,"1,729"
20121209,-6.2,-10.1,-2.2,0.4,"1,614"
20121210,-5.4,-10.2,0.1,0,"1,615"
20121211,-4.2,-9.6,2.1,0,"1,630"
20121212,-3.6,-8.8,3.6,0,"1,650"
20121213,-1.3,-8.4,6.7,0,"1,647"
20121214,3.3,-1.2,6.6,25.3,"1,804"
20121215,5.3,2.1,8.7,0.5,"1,809"
20121216,3.3,-0.4,8.7,0,"1,647"
20121217,2.7,-0.6,7.1,0,"1,804"
20121218,-2.8,-5.8,0.6,0,"1,809"
20121219,-4.2,-8.1,0.8,0,"1,647"
20121220,-1.8,-7.3,4.4,0,"1,804"
20121221,0.9,-2.2,3,6.7,"1,852"
20121222,0.1,-3.2,3.1,0,"1,880"
20121223,-4.8,-9.2,-1.3,0.4,"1,841"
20121224,-6.7,-12,-1.4,0.1,"1,857"
20121225,-4.3,-9.5,0.7,0.3,"1,862"
20121226,-8,-12.6,-2.1,0,"1,890"
20121227,-4.1,-11.5,2.7,0,"1,891"
20121228,-0.7,-3.3,2.2,7.3,"1,892"
20121229,0.7,-3.1,4.2,2.2,"1,894"
20121230,-3.5,-8.1,1.4,1.5,"1,915"
20121231,-6.1,-10.5,-1.2,0.2,"1,937"
20130101,-3.2,-9.1,2.6,2,"1,890"
20130102,-6,-11.2,0,0.4,"1,891"
20130103,-9.9,-13.9,-5.1,0,"1,892"
20130104,-9,-14.7,-1.9,0,"1,894"
20130105,-5.9,-13.1,1,0,"1,912"
20130106,-4.1,-8.5,2.1,0,"1,838"
20130107,-4,-9.7,2.5,0,"1,855"
20130108,-3.2,-8.7,3.2,0,"1,932"
20130109,-5.6,-9.6,-1.5,0,"1,957"
20130110,-6.9,-12,-0.8,0,"1,937"
20130111,-4.3,-11.8,2.9,0,"1,937"
20130112,0.3,-5.6,7,0.1,"1,921"
20130113,-0.7,-4.7,3.9,0,"1,957"
20130114,-0.7,-6.1,5.7,0.1,"1,937"
20130115,-1.9,-7.2,4.9,0,"1,937"
20130116,-0.7,-5.7,3.9,0.1,"1,921"
20130117,-2.8,-6.2,0.3,1.9,"1,911"
20130118,-3.3,-9.1,3.2,0,"1,901"
20130119,-0.1,-5.3,5.9,0,"1,891"
20130120,1.4,-4.7,7,0,"1,938"
20130121,3.8,2.2,5.3,19.3,"1,937"
20130122,3.6,2.3,5.7,2.2,"1,959"
20130123,2.5,0.9,4.1,1.4,"1,946"
20130124,0.9,-3.2,4.6,0.3,"1,951"
20130125,-4.6,-6.7,-1.5,0,"1,883"
20130126,-5.5,-8.9,-1.2,0,"1,959"
20130127,-5,-8.8,-0.8,0,"1,946"
20130128,-1.8,-8.7,4.4,0,"1,951"
20130129,2.2,-3.2,8,0,"1,883"
20130130,4.1,-0.9,11,0,"1,959"
20130131,6.4,0.3,12.7,0.5,"1,899"
20130201,8.6,4.8,12.2,31.3,"1,956"
20130202,3,-2,8.1,0,"1,984"
20130203,-0.2,-4.7,2.8,3.2,"2,052"
20130204,2,-1.6,6.3,4.2,"2,366"
20130205,0.6,-3,3.5,3.9,"2,383"
20130206,1.1,-1.2,3.7,2.2,"2,263"
20130207,-6.2,-10.9,0,0.1,"2,257"
20130208,-8.2,-13.2,-2.5,0,"2,282"
20130209,-5.1,-10.6,0.6,0,"2,312"
20130210,-1.7,-7.1,3.8,0.1,"2,298"
20130211,-2.8,-8,2.7,0,"2,297"
20130212,-1.7,-4.4,1.7,0.3,"2,282"
20130213,-0.9,-6.8,5.1,0,"2,312"
20130214,2.1,-3.3,7.9,0,"2,298"
20130215,1.4,-3.4,6.1,0,"2,297"
20130216,-1.6,-7.2,4.6,0,"2,282"
20130217,2,-3.2,6.3,1.9,"2,328"
20130218,2.9,0.2,6.3,1.8,"2,372"
20130219,-0.1,-3.4,4,0.5,"2,207"
20130220,-1.9,-6.8,3.6,0,"2,154"
20130221,-0.2,-5.2,5.3,0,"2,115"
20130222,1.6,-3.5,7.1,0.6,"2,094"
20130223,0.1,-5.1,5.2,0,"1,932"
20130224,1.8,-4.1,7.7,0,"1,873"
20130225,3.1,-3.3,10.3,0,"1,851"
20130226,4.9,0,9.4,0.2,"1,836"
20130227,6.1,0.8,13.1,0,"1,788"
20130228,8,-1.1,16.4,0,"1,873"
20130301,4.2,-1.2,11.2,4.9,"1,851"
20130302,0.4,-3.7,5.6,0,"1,836"
20130303,1.3,-4.1,7.4,0,"1,788"
20130304,3.4,-2.7,10.4,0,"1,751"
20130305,4.7,-2.6,12.9,0,"1,684"
20130306,7.9,-1,16.9,0,"1,692"
20130307,9.4,3.5,14.6,0.8,"1,684"
20130308,9.8,2.5,18.3,0,"1,676"
20130309,13.5,2.3,23.7,0,"1,671"
20130310,5.8,0.4,13.9,0,"1,651"
20130311,4.5,-3.2,13.1,0,"1,643"
20130312,9.1,-0.3,16.5,1.4,"1,666"
20130313,6.5,2.1,12.4,16.1,"1,677"
20130314,4.3,0.3,9.7,0,"1,623"
20130315,5.9,-1,13.4,0,"1,671"
20130316,7.6,1.2,15.8,0,"1,651"
20130317,8.9,0.3,17.6,16,"1,643"
20130318,10.3,7,15.5,16.3,"1,666"
20130319,10.7,5,15.8,0,"1,677"
20130320,5.5,-1.1,11.9,2.3,"1,623"
20130321,2.5,-4.1,9.8,0,"1,623"
20130322,5.3,-0.5,11.3,0,"1,602"
20130323,6.7,0.5,13.8,0,"1,606"
20130324,6.5,1.3,12.4,0,"1,584"
20130325,3.8,-0.1,8.7,0.8,"1,578"
20130326,5.1,-2.3,12.5,0,"1,549"
20130327,9,1.3,17.2,0,"1,552"
20130328,9.9,2.7,17.3,0,"1,556"
20130329,7.2,1.9,13.2,0,"1,382"
20130330,6.6,0.8,12.9,0.3,"1,358"
20130331,7.3,2.4,13.7,0.6,"1,552"
20130401,9.2,1.1,16.8,0,"1,556"
20130402,7.4,4.3,12.1,1.4,"1,382"
20130403,10,3,17.7,0,"1,369"
20130404,11.9,4.7,20.3,0,"1,371"
20130405,13.1,5.1,19.9,0.3,"1,351"
20130406,8.5,3.7,13,24.7,"1,351"
20130407,5.2,1.8,9.6,1.6,"1,368"
20130408,8.6,0.4,16.3,0.1,"1,333"
20130409,8.2,4.2,13.1,0.3,"1,323"
20130410,5.5,1.2,10,0.1,"1,317"
20130411,7,1.8,12.1,0.5,"1,222"
20130412,6.9,0.8,12.9,0,"1,232"
20130413,11.8,1.1,19.8,0,"1,243"
20130414,11.4,4.3,17.5,1.5,"1,317"
20130415,7.9,0.9,14,0,"1,222"
20130416,15.6,5.8,24.5,0.1,"1,232"
20130417,12.1,9.2,17.3,0.3,"1,243"
20130418,11.8,7.3,18,0,"1,317"
20130419,9.4,3.7,15.3,0,"1,222"
20130420,5.8,3.5,8.5,9.7,"1,240"
20130421,8.8,3.1,15.2,0,"1,128"
20130422,11.3,2.3,18.9,0,"1,122"
20130423,10.9,8.6,14,22.1,"1,096"
20130424,13.6,8.9,19.4,1.5,"1,082"
20130425,10.8,6.6,16.4,2.2,"1,080"
20130426,11.4,6.4,17.3,0.5,"1,064"
20130427,11.6,4.9,19.1,0.8,"1,092"
20130428,15.2,7.1,22.1,0,"1,093"
20130429,14.6,9.4,19.1,7.5,"1,086"
20130430,13.2,6.2,21,0.1,"1,109"
20130501,11.6,6.8,17,0.2,"1,116"
20130502,11.8,6.7,17.9,1.1,"1,064"
20130503,12.5,6.3,19.2,0.9,"1,092"
20130504,14,8.7,20.5,0.1,"1,093"
20130505,15.6,7.6,23.6,0,"1,086"
20130506,16.8,8.9,25.1,0,"1,109"
20130507,16.1,9.7,23.1,0,"1,116"
20130508,17.5,8.8,26.4,0,"1,064"
20130509,18,11.5,24.4,3.8,"1,092"
20130510,15.6,12.8,19.5,15.9,"1,073"
20130511,18.1,11.9,25.5,0,"1,064"
20130512,20.2,13,26.7,0.1,"1,044"
20130513,20.2,13.4,28.1,0,"1,047"
20130514,18.9,11.8,26,0,"1,011"
20130515,18.9,13.8,25.3,0,"1,006"
20130516,17.8,12.7,23.5,0,986
20130517,16.9,10.9,23.6,0,983
20130518,17.7,11,24,4.2,962
20130519,16.5,14.1,19.9,24.4,920
20130520,16.9,12.4,21.9,0,939
20130521,17.9,9.7,26.1,0,939
20130522,19.9,12.1,27.6,0,"1,007"
20130523,20.7,14.1,28.5,0,986
20130524,21.7,14.2,30.1,0,939
20130525,21.5,15.7,28.6,0,925
20130526,21.8,16.9,27,0,916
20130527,19.5,17.6,22.2,51.8,919
20130528,19.5,17.3,22.1,26.1,914
20130529,18.5,15.9,21.3,0.5,909
20130530,19.8,14.5,26.5,0,919
20130531,19.6,13.2,26.3,0,973
20130601,19.6,15.4,25.3,0,914
20130602,19.9,13.6,26.9,0,909
20130603,20.1,14.2,26.6,0,919
20130604,21.8,15.4,28.6,0,973
20130605,22.3,16.4,28.9,0,914
20130606,22.2,17.4,28.5,0.6,"1,108"
20130607,22.2,17.8,28.1,0.2,"1,172"
20130608,22.1,17.6,27.1,0,"1,345"
20130609,22.5,17.7,27.8,0,"1,409"
20130610,22.6,17.2,27.9,0,"1,410"
20130611,21,18.5,24.7,4.8,"1,390"
20130612,20.7,18.9,23.5,3.4,"1,388"
20130613,22.3,19.3,26.5,0.1,"1,149"
20130614,22.2,19.9,25.4,1.5,"1,409"
20130615,24,20,29.2,0.1,"1,410"
20130616,24.2,19.2,30.1,0,"1,390"
20130617,24,20,28.6,1,"1,388"
20130618,22.6,21.5,24.5,46.9,"1,149"
20130619,23.4,20.3,28.2,20.1,"1,144"
20130620,24.4,20.1,30,0,"1,150"
20130621,23.8,20.8,28.1,0.4,"1,142"
20130622,23.2,20,27.9,1.3,"1,185"
20130623,21.6,19.5,24.8,2.9,"1,168"
20130624,22.9,18.4,28.3,0,"1,163"
20130625,22.6,19.4,27.2,6.5,"1,205"
20130626,23.3,19.6,28.9,5.8,"1,206"
20130627,23.3,19.5,28.3,3.5,"1,192"
20130628,23.6,20.1,29,1.6,"1,192"
20130629,24.5,19.5,30.3,0.1,"1,205"
20130630,25.1,20,30.6,0,"1,206"
20130701,25.4,21.1,30.6,0,"1,192"
20130702,25.7,22.3,29.4,11.5,"1,192"
20130703,25.7,22.4,29.6,18.6,"1,192"
20130704,25.2,22.8,27.9,22.3,"1,167"
20130705,23.8,21.9,26.3,51.5,"1,156"
20130706,25,21.8,29.9,0,"1,139"
20130707,24.4,22.2,27.3,19.3,"1,056"
20130708,26.1,23.5,29,14.6,"1,048"
20130709,27,24.4,30.7,1.7,"1,005"
20130710,26.9,23.9,30.8,2.3,"1,008"
20130711,26.8,23.6,30.7,5,"1,005"
20130712,26,23.3,29.1,6.3,964
20130713,26.2,23.5,30.3,18.4,972
20130714,25.9,23.3,29.6,23.6,"1,053"
20130715,26,23.4,29.7,14.2,"1,111"
20130716,27.3,23.2,31.5,0.5,980
20130717,26.4,23.8,29.8,8.5,988
20130718,26.4,23.2,30.8,4.7,"1,169"
20130719,26.6,22.4,31.8,0.4,"1,227"
20130720,27.4,23.4,32.2,1.1,996
20130721,27.2,24.2,31,1.3,"1,199"
20130722,27.3,24.5,31.6,16.6,"1,628"
20130723,26.3,24.5,28.4,17.3,"1,649"
20130724,26.7,23.8,30.1,4.8,"1,799"
20130725,26.7,22.6,31.7,0,"1,814"
20130726,27,22.6,32.4,0,"1,782"
20130727,26.5,22.2,31.8,0.1,"1,806"
20130728,26,23.6,28.9,11.1,"1,822"
20130729,27.4,24.2,31.6,5.2,"1,798"
20130730,26.3,23.2,31.3,8.5,"1,789"
20130731,27,24.1,31,12.9,"1,796"
20130801,27.2,23.8,32.2,3.6,"1,703"
20130802,27,24.6,30.6,3.7,"1,789"
20130803,27.2,24.5,31.9,9.1,"1,796"
20130804,27.4,24.6,32.1,7.6,"1,703"
20130805,27.6,24.1,32.2,4.9,"1,718"
